event_id,placebo_date,pre_reviews,pre_sentiment,pre_rating,pre_negative_share,pre_one_star_share,post_reviews,post_sentiment,post_rating,post_negative_share,post_one_star_share,delta_sentiment,delta_rating,delta_negative_share,delta_one_star_share,volume_ratio,full_window,enough_reviews
rtx30,2020-12-29,83,0.19616265060240962,3.036144578313253,0.2289156626506024,0.3493975903614458,75,0.338148,3.8533333333333335,0.12,0.17333333333333334,0.1419853493975904,0.8171887550200805,-0.1089156626506024,-0.17606425702811246,0.9036144578313253,True,True
rtx30,2021-01-05,66,0.26926969696969694,3.4242424242424243,0.16666666666666666,0.25757575757575757,76,0.22418684210526316,3.6710526315789473,0.18421052631578946,0.2236842105263158,-0.04508285486443378,0.24681020733652304,0.017543859649122806,-0.03389154704944178,1.1515151515151516,True,True
rtx30,2021-01-12,79,0.3322113924050633,3.8227848101265822,0.12658227848101267,0.16455696202531644,53,0.11886981132075469,3.3962264150943398,0.32075471698113206,0.32075471698113206,-0.21334158108430862,-0.42655839503224247,0.1941724385001194,0.15619775495581562,0.6708860759493671,True,True
rtx30,2021-01-19,79,0.2217113924050633,3.7088607594936707,0.20253164556962025,0.21518987341772153,50,0.188472,3.0,0.28,0.4,-0.033239392405063295,-0.7088607594936707,0.07746835443037978,0.1848101265822785,0.6329113924050633,True,True
rtx30,2021-01-26,54,0.06983148148148145,3.2777777777777777,0.35185185185185186,0.35185185185185186,57,0.2579070175438597,3.0701754385964914,0.21052631578947367,0.38596491228070173,0.18807553606237826,-0.20760233918128623,-0.1413255360623782,0.03411306042884987,1.0555555555555556,True,True
rtx30,2021-02-02,47,0.2098382978723404,3.0,0.2765957446808511,0.40425531914893614,56,0.16464642857142855,3.125,0.30357142857142855,0.375,-0.04519186930091185,0.125,0.026975683890577473,-0.029255319148936143,1.1914893617021276,True,True
rtx30,2021-02-09,55,0.2449236363636364,3.090909090909091,0.21818181818181817,0.38181818181818183,64,0.1442984375,2.90625,0.265625,0.390625,-0.10062519886363641,-0.18465909090909083,0.04744318181818183,0.008806818181818166,1.1636363636363636,True,True
rtx30,2021-02-16,60,0.1649983333333333,3.1333333333333333,0.3,0.36666666666666664,69,0.18040144927536234,2.9420289855072466,0.2318840579710145,0.37681159420289856,0.015403115942029033,-0.19130434782608674,-0.0681159420289855,0.010144927536231918,1.15,True,True
priority,2020-10-01,64,0.37175,3.71875,0.109375,0.203125,53,0.3090433962264151,3.8679245283018866,0.2641509433962264,0.1509433962264151,-0.06270660377358495,0.1491745283018866,0.1547759433962264,-0.05218160377358491,0.828125,True,True
priority,2020-10-08,67,0.4044492537313433,3.8208955223880596,0.11940298507462686,0.16417910447761191,51,0.23323725490196073,3.4313725490196076,0.2549019607843137,0.27450980392156865,-0.17121199882938254,-0.389522973368452,0.13549897570968683,0.11033069944395674,0.7611940298507462,True,True
priority,2020-10-15,57,0.3207543859649122,3.9473684210526314,0.24561403508771928,0.14035087719298245,66,0.24694393939393935,3.4393939393939394,0.18181818181818182,0.2727272727272727,-0.07381044657097283,-0.507974481658692,-0.06379585326953746,0.13237639553429026,1.1578947368421053,True,True
priority,2020-10-22,52,0.20761346153846152,3.519230769230769,0.2692307692307692,0.25,65,0.3062261538461538,3.5538461538461537,0.16923076923076924,0.26153846153846155,0.09861269230769229,0.03461538461538449,-0.09999999999999998,0.011538461538461553,1.25,True,True
priority,2020-10-29,58,0.2558206896551724,3.5517241379310347,0.1896551724137931,0.25862068965517243,69,0.2863869565217391,3.449275362318841,0.2028985507246377,0.30434782608695654,0.030566266866566716,-0.1024487756121939,0.0132433783108446,0.04572713643178411,1.1896551724137931,True,True
priority,2020-11-05,63,0.2797238095238095,3.4761904761904763,0.1746031746031746,0.2857142857142857,69,0.3016942028985507,3.579710144927536,0.2028985507246377,0.2608695652173913,0.021970393374741215,0.10351966873705987,0.0282953761214631,-0.0248447204968944,1.0952380952380953,True,True
priority,2020-11-12,74,0.2618851351351351,3.310810810810811,0.20270270270270271,0.32432432432432434,62,0.34503064516129034,3.5806451612903225,0.14516129032258066,0.25806451612903225,0.08314551002615522,0.26983435047951154,-0.05754141238012206,-0.06625980819529209,0.8378378378378378,True,True
priority,2020-11-19,70,0.3108528571428571,3.6,0.21428571428571427,0.2571428571428571,57,0.26124385964912283,3.3684210526315788,0.17543859649122806,0.3157894736842105,-0.049608997493734264,-0.23157894736842133,-0.03884711779448621,0.05864661654135339,0.8142857142857143,True,True
priority,2020-11-26,60,0.35423833333333327,3.5833333333333335,0.15,0.25,65,0.25101538461538453,3.3076923076923075,0.2153846153846154,0.27692307692307694,-0.10322294871794874,-0.275641025641026,0.0653846153846154,0.02692307692307694,1.0833333333333333,True,True
priority,2020-12-03,54,0.2520759259259259,3.314814814814815,0.16666666666666666,0.3333333333333333,86,0.2810523255813953,3.2093023255813953,0.22093023255813954,0.3023255813953488,0.028976399655469387,-0.1055124892334196,0.05426356589147288,-0.031007751937984496,1.5925925925925926,True,True
priority,2020-12-10,59,0.25788644067796607,3.2033898305084745,0.2033898305084746,0.3050847457627119,83,0.19469156626506018,2.9879518072289155,0.27710843373493976,0.37349397590361444,-0.06319487441290589,-0.21543802327955897,0.07371860322646517,0.06840923014090255,1.4067796610169492,True,True
priority,2020-12-17,85,0.30686470588235293,3.2588235294117647,0.21176470588235294,0.2823529411764706,73,0.2040616438356164,3.1506849315068495,0.2191780821917808,0.3013698630136986,-0.10280306204673653,-0.1081385979049152,0.0074133763094278715,0.01901692183722803,0.8588235294117647,True,True
priority,2020-12-24,87,0.20188850574712638,3.160919540229885,0.25287356321839083,0.3448275862068966,65,0.333463076923077,3.753846153846154,0.1076923076923077,0.16923076923076924,0.1315745711759506,0.5929266136162687,-0.14518125552608313,-0.17559681697612733,0.7471264367816092,True,True
priority,2020-12-31,75,0.15667733333333328,3.1066666666666665,0.24,0.32,78,0.2887205128205128,3.8205128205128207,0.16666666666666666,0.1794871794871795,0.13204317948717953,0.7138461538461542,-0.07333333333333333,-0.14051282051282052,1.04,True,True
priority,2021-01-07,69,0.32217826086956525,3.6231884057971016,0.14492753623188406,0.18840579710144928,73,0.1792945205479452,3.6575342465753424,0.2328767123287671,0.2328767123287671,-0.14288374032162005,0.03434584077824088,0.08794917609688305,0.04447091522731783,1.0579710144927537,True,True
priority,2021-01-14,78,0.30033076923076923,3.769230769230769,0.15384615384615385,0.19230769230769232,52,0.16956923076923075,3.326923076923077,0.25,0.3269230769230769,-0.13076153846153848,-0.44230769230769207,0.09615384615384615,0.1346153846153846,0.6666666666666666,True,True
priority,2021-01-21,74,0.2017,3.7027027027027026,0.20270270270270271,0.22972972972972974,54,0.2762481481481482,3.0555555555555554,0.2037037037037037,0.4074074074074074,0.0745481481481482,-0.6471471471471473,0.0010010010010009784,0.17767767767767764,0.7297297297297297,True,True
priority,2021-01-28,52,0.18942115384615385,3.5,0.25,0.3076923076923077,56,0.19697857142857145,3.0535714285714284,0.26785714285714285,0.4107142857142857,0.007557417582417597,-0.4464285714285716,0.01785714285714285,0.10302197802197799,1.0769230769230769,True,True
priority,2021-02-04,51,0.22048627450980396,2.8823529411764706,0.2549019607843137,0.43137254901960786,58,0.12563275862068962,2.896551724137931,0.29310344827586204,0.39655172413793105,-0.09485351588911434,0.014198782961460488,0.038201487491548336,-0.034820824881676815,1.1372549019607843,True,True
priority,2021-02-11,57,0.23527719298245614,2.982456140350877,0.22807017543859648,0.40350877192982454,66,0.19527121212121207,2.9696969696969697,0.21212121212121213,0.36363636363636365,-0.04000598086124407,-0.012759170653907415,-0.01594896331738435,-0.03987240829346089,1.1578947368421053,True,True
priority,2021-04-22,69,0.2135855072463768,3.4782608695652173,0.17391304347826086,0.2608695652173913,55,0.3378418181818182,3.0545454545454547,0.16363636363636364,0.4,0.1242563109354414,-0.4237154150197626,-0.01027667984189723,0.13913043478260873,0.7971014492753623,True,True
priority,2021-04-29,74,0.24784729729729726,3.2432432432432434,0.1891891891891892,0.2972972972972973,46,0.2606652173913043,3.282608695652174,0.1956521739130435,0.32608695652173914,0.012817920094007063,0.03936545240893041,0.006462984723854287,0.02878965922444182,0.6216216216216216,True,True
priority,2021-05-06,58,0.31521034482758614,2.9827586206896552,0.1724137931034483,0.39655172413793105,47,0.15843404255319146,3.148936170212766,0.2765957446808511,0.3404255319148936,-0.15677630227439468,0.1661775495231108,0.10418195157740279,-0.05612619222303744,0.8103448275862069,True,True
priority,2021-05-13,45,0.23843111111111112,3.2222222222222223,0.2222222222222222,0.35555555555555557,53,0.2909,3.1320754716981134,0.18867924528301888,0.33962264150943394,0.05246888888888887,-0.09014675052410892,-0.03354297693920333,-0.015932914046121627,1.1777777777777778,True,True
priority,2021-05-20,40,0.19821499999999997,3.325,0.25,0.3,48,0.23996041666666665,2.9166666666666665,0.22916666666666666,0.3958333333333333,0.041745416666666674,-0.40833333333333366,-0.020833333333333343,0.09583333333333333,1.2,True,True
priority,2021-05-27,55,0.2851654545454545,3.2181818181818183,0.18181818181818182,0.3090909090909091,43,0.17047674418604655,3.046511627906977,0.2558139534883721,0.3488372093023256,-0.11468871035940795,-0.17167019027484143,0.07399577167019028,0.03974630021141651,0.7818181818181819,True,True
priority,2021-06-03,57,0.22050877192982452,2.8771929824561404,0.24561403508771928,0.40350877192982454,42,0.16589285714285712,3.6666666666666665,0.21428571428571427,0.16666666666666666,-0.054615914786967396,0.7894736842105261,-0.03132832080200501,-0.23684210526315788,0.7368421052631579,True,True
priority,2021-06-10,40,0.18202999999999997,2.9,0.25,0.375,35,0.19742857142857143,3.6285714285714286,0.17142857142857143,0.22857142857142856,0.015398571428571456,0.7285714285714286,-0.07857142857142857,-0.14642857142857144,0.875,True,True
priority,2021-06-17,38,0.14875,3.6578947368421053,0.23684210526315788,0.15789473684210525,41,0.23323414634146342,3.731707317073171,0.14634146341463414,0.21951219512195122,0.08448414634146342,0.07381258023106563,-0.09050064184852374,0.061617458279845966,1.0789473684210527,True,True
priority,2021-06-24,36,0.18384722222222222,3.7777777777777777,0.19444444444444445,0.19444444444444445,46,0.2546652173913044,3.782608695652174,0.1956521739130435,0.15217391304347824,0.07081799516908216,0.004830917874396157,0.0012077294685990392,-0.042270531400966205,1.2777777777777777,True,True
priority,2021-07-01,42,0.2384119047619048,3.7142857142857144,0.14285714285714285,0.23809523809523808,43,0.48942325581395346,3.7906976744186047,0.11627906976744186,0.11627906976744186,0.25101135105204864,0.07641196013289031,-0.02657807308970099,-0.12181616832779622,1.0238095238095237,True,True
priority,2021-07-08,46,0.22911956521739127,3.630434782608696,0.1956521739130435,0.1956521739130435,43,0.42463720930232546,3.372093023255814,0.09302325581395349,0.27906976744186046,0.1955176440849342,-0.2583417593528816,-0.10262891809909,0.08341759352881697,0.9347826086956522,True,True
priority,2021-07-15,46,0.47629347826086954,3.8043478260869565,0.10869565217391304,0.10869565217391304,49,0.3100183673469388,3.3877551020408165,0.24489795918367346,0.30612244897959184,-0.16627511091393077,-0.41659272404614,0.13620230700976044,0.19742679680567882,1.065217391304348,True,True
priority,2021-07-22,43,0.447846511627907,3.4651162790697674,0.09302325581395349,0.2558139534883721,65,0.34195692307692305,3.8,0.18461538461538463,0.2153846153846154,-0.10588958855098396,0.33488372093023244,0.09159212880143114,-0.04042933810375671,1.5116279069767442,True,True
priority,2021-07-29,45,0.3400844444444444,3.4,0.2222222222222222,0.3111111111111111,63,0.3549539682539682,3.984126984126984,0.07936507936507935,0.20634920634920634,0.014869523809523777,0.5841269841269843,-0.14285714285714285,-0.10476190476190478,1.4,True,True
priority,2021-08-05,66,0.34734545454545446,3.742424242424242,0.18181818181818182,0.22727272727272727,52,0.25999038461538465,3.4038461538461537,0.15384615384615385,0.3269230769230769,-0.0873550699300698,-0.33857808857808847,-0.02797202797202797,0.09965034965034966,0.7878787878787878,True,True
priority,2021-08-12,65,0.32765692307692307,3.9076923076923076,0.10769230769230768,0.2153846153846154,55,0.21539454545454542,2.890909090909091,0.18181818181818182,0.4,-0.11226237762237765,-1.0167832167832165,0.07412587412587414,0.18461538461538463,0.8461538461538461,True,True
priority,2021-08-19,51,0.278264705882353,3.5098039215686274,0.1568627450980392,0.3137254901960784,57,0.25822807017543853,3.280701754385965,0.19298245614035087,0.3157894736842105,-0.020036635706914496,-0.22910216718266252,0.03611971104231165,0.0020639834881320818,1.1176470588235294,True,True
priority,2021-08-26,51,0.19068627450980388,2.843137254901961,0.17647058823529413,0.4117647058823529,51,0.24116666666666664,3.2745098039215685,0.21568627450980393,0.37254901960784315,0.05048039215686276,0.43137254901960764,0.0392156862745098,-0.039215686274509776,1.0,True,True
priority,2021-09-02,51,0.24358627450980389,3.156862745098039,0.15686274509803919,0.3333333333333333,57,0.2900526315789474,3.2982456140350878,0.14035087719298245,0.3684210526315789,0.04646635706914351,0.14138286893704866,-0.016511867905056737,0.03508771929824561,1.1176470588235294,True,True
priority,2021-09-09,53,0.2761905660377359,3.3773584905660377,0.22641509433962265,0.33962264150943394,54,0.21762962962962962,3.0925925925925926,0.2222222222222222,0.37037037037037035,-0.05856093640810628,-0.2847658979734451,-0.004192872117400437,0.030747728860936407,1.0188679245283019,True,True
priority,2021-09-16,62,0.2763032258064516,3.3225806451612905,0.1774193548387097,0.3548387096774194,46,0.2099826086956522,2.760869565217391,0.21739130434782608,0.4782608695652174,-0.06632061711079942,-0.5617110799438993,0.039971949509116395,0.12342215988779803,0.7419354838709677,True,True
gfn3080,2021-04-22,69,0.2135855072463768,3.4782608695652173,0.17391304347826086,0.2608695652173913,55,0.3378418181818182,3.0545454545454547,0.16363636363636364,0.4,0.1242563109354414,-0.4237154150197626,-0.01027667984189723,0.13913043478260873,0.7971014492753623,True,True
gfn3080,2021-04-29,74,0.24784729729729726,3.2432432432432434,0.1891891891891892,0.2972972972972973,46,0.2606652173913043,3.282608695652174,0.1956521739130435,0.32608695652173914,0.012817920094007063,0.03936545240893041,0.006462984723854287,0.02878965922444182,0.6216216216216216,True,True
gfn3080,2021-05-06,58,0.31521034482758614,2.9827586206896552,0.1724137931034483,0.39655172413793105,47,0.15843404255319146,3.148936170212766,0.2765957446808511,0.3404255319148936,-0.15677630227439468,0.1661775495231108,0.10418195157740279,-0.05612619222303744,0.8103448275862069,True,True
gfn3080,2021-05-13,45,0.23843111111111112,3.2222222222222223,0.2222222222222222,0.35555555555555557,53,0.2909,3.1320754716981134,0.18867924528301888,0.33962264150943394,0.05246888888888887,-0.09014675052410892,-0.03354297693920333,-0.015932914046121627,1.1777777777777778,True,True
gfn3080,2021-05-20,40,0.19821499999999997,3.325,0.25,0.3,48,0.23996041666666665,2.9166666666666665,0.22916666666666666,0.3958333333333333,0.041745416666666674,-0.40833333333333366,-0.020833333333333343,0.09583333333333333,1.2,True,True
gfn3080,2021-05-27,55,0.2851654545454545,3.2181818181818183,0.18181818181818182,0.3090909090909091,43,0.17047674418604655,3.046511627906977,0.2558139534883721,0.3488372093023256,-0.11468871035940795,-0.17167019027484143,0.07399577167019028,0.03974630021141651,0.7818181818181819,True,True
gfn3080,2021-06-03,57,0.22050877192982452,2.8771929824561404,0.24561403508771928,0.40350877192982454,42,0.16589285714285712,3.6666666666666665,0.21428571428571427,0.16666666666666666,-0.054615914786967396,0.7894736842105261,-0.03132832080200501,-0.23684210526315788,0.7368421052631579,True,True
gfn3080,2021-06-10,40,0.18202999999999997,2.9,0.25,0.375,35,0.19742857142857143,3.6285714285714286,0.17142857142857143,0.22857142857142856,0.015398571428571456,0.7285714285714286,-0.07857142857142857,-0.14642857142857144,0.875,True,True
gfn3080,2021-06-17,38,0.14875,3.6578947368421053,0.23684210526315788,0.15789473684210525,41,0.23323414634146342,3.731707317073171,0.14634146341463414,0.21951219512195122,0.08448414634146342,0.07381258023106563,-0.09050064184852374,0.061617458279845966,1.0789473684210527,True,True
gfn3080,2021-06-24,36,0.18384722222222222,3.7777777777777777,0.19444444444444445,0.19444444444444445,46,0.2546652173913044,3.782608695652174,0.1956521739130435,0.15217391304347824,0.07081799516908216,0.004830917874396157,0.0012077294685990392,-0.042270531400966205,1.2777777777777777,True,True
gfn3080,2021-07-01,42,0.2384119047619048,3.7142857142857144,0.14285714285714285,0.23809523809523808,43,0.48942325581395346,3.7906976744186047,0.11627906976744186,0.11627906976744186,0.25101135105204864,0.07641196013289031,-0.02657807308970099,-0.12181616832779622,1.0238095238095237,True,True
gfn3080,2021-07-08,46,0.22911956521739127,3.630434782608696,0.1956521739130435,0.1956521739130435,43,0.42463720930232546,3.372093023255814,0.09302325581395349,0.27906976744186046,0.1955176440849342,-0.2583417593528816,-0.10262891809909,0.08341759352881697,0.9347826086956522,True,True
gfn3080,2021-07-15,46,0.47629347826086954,3.8043478260869565,0.10869565217391304,0.10869565217391304,49,0.3100183673469388,3.3877551020408165,0.24489795918367346,0.30612244897959184,-0.16627511091393077,-0.41659272404614,0.13620230700976044,0.19742679680567882,1.065217391304348,True,True
gfn3080,2021-07-22,43,0.447846511627907,3.4651162790697674,0.09302325581395349,0.2558139534883721,65,0.34195692307692305,3.8,0.18461538461538463,0.2153846153846154,-0.10588958855098396,0.33488372093023244,0.09159212880143114,-0.04042933810375671,1.5116279069767442,True,True
gfn3080,2021-07-29,45,0.3400844444444444,3.4,0.2222222222222222,0.3111111111111111,63,0.3549539682539682,3.984126984126984,0.07936507936507935,0.20634920634920634,0.014869523809523777,0.5841269841269843,-0.14285714285714285,-0.10476190476190478,1.4,True,True
gfn3080,2021-08-05,66,0.34734545454545446,3.742424242424242,0.18181818181818182,0.22727272727272727,52,0.25999038461538465,3.4038461538461537,0.15384615384615385,0.3269230769230769,-0.0873550699300698,-0.33857808857808847,-0.02797202797202797,0.09965034965034966,0.7878787878787878,True,True
gfn3080,2021-08-12,65,0.32765692307692307,3.9076923076923076,0.10769230769230768,0.2153846153846154,55,0.21539454545454542,2.890909090909091,0.18181818181818182,0.4,-0.11226237762237765,-1.0167832167832165,0.07412587412587414,0.18461538461538463,0.8461538461538461,True,True
gfn3080,2021-08-19,51,0.278264705882353,3.5098039215686274,0.1568627450980392,0.3137254901960784,57,0.25822807017543853,3.280701754385965,0.19298245614035087,0.3157894736842105,-0.020036635706914496,-0.22910216718266252,0.03611971104231165,0.0020639834881320818,1.1176470588235294,True,True
gfn3080,2021-08-26,51,0.19068627450980388,2.843137254901961,0.17647058823529413,0.4117647058823529,51,0.24116666666666664,3.2745098039215685,0.21568627450980393,0.37254901960784315,0.05048039215686276,0.43137254901960764,0.0392156862745098,-0.039215686274509776,1.0,True,True
gfn3080,2021-09-02,51,0.24358627450980389,3.156862745098039,0.15686274509803919,0.3333333333333333,57,0.2900526315789474,3.2982456140350878,0.14035087719298245,0.3684210526315789,0.04646635706914351,0.14138286893704866,-0.016511867905056737,0.03508771929824561,1.1176470588235294,True,True
gfn3080,2021-09-09,53,0.2761905660377359,3.3773584905660377,0.22641509433962265,0.33962264150943394,54,0.21762962962962962,3.0925925925925926,0.2222222222222222,0.37037037037037035,-0.05856093640810628,-0.2847658979734451,-0.004192872117400437,0.030747728860936407,1.0188679245283019,True,True
gfn3080,2021-09-16,62,0.2763032258064516,3.3225806451612905,0.1774193548387097,0.3548387096774194,46,0.2099826086956522,2.760869565217391,0.21739130434782608,0.4782608695652174,-0.06632061711079942,-0.5617110799438993,0.039971949509116395,0.12342215988779803,0.7419354838709677,True,True
gfn3080,2021-11-25,50,0.24497599999999997,3.4,0.15999999999999998,0.32,48,0.3147604166666667,3.7083333333333335,0.125,0.25,0.06978441666666674,0.30833333333333357,-0.034999999999999976,-0.07,0.96,True,True
gfn3080,2021-12-02,48,0.19603541666666668,3.1875,0.14583333333333334,0.375,77,0.2550532467532468,3.831168831168831,0.12987012987012986,0.22077922077922077,0.059017830086580125,0.643668831168831,-0.015963203463203485,-0.15422077922077923,1.6041666666666667,True,True
gfn3080,2021-12-09,55,0.2844563636363637,3.6,0.10909090909090909,0.2727272727272727,135,0.18912296296296296,3.474074074074074,0.21481481481481482,0.2814814814814815,-0.09533340067340071,-0.12592592592592622,0.10572390572390573,0.008754208754208792,2.4545454545454546,True,True
gfn3080,2021-12-16,72,0.2648027777777777,3.75,0.1388888888888889,0.2361111111111111,114,0.193278947368421,3.3596491228070176,0.22807017543859648,0.3157894736842105,-0.07152383040935673,-0.39035087719298245,0.08918128654970758,0.0796783625730994,1.5833333333333333,True,True
gfn3080,2021-12-23,131,0.1916351145038168,3.50381679389313,0.21374045801526717,0.2748091603053435,67,0.24935223880597013,3.6865671641791047,0.14925373134328357,0.2537313432835821,0.05771712430215334,0.18275037028597474,-0.0644867266719836,-0.021077817021761425,0.5114503816793893,True,True
gfn3080,2021-12-30,118,0.19960932203389825,3.3813559322033897,0.2288135593220339,0.3135593220338983,66,0.240630303030303,3.6363636363636362,0.15151515151515152,0.25757575757575757,0.04102098099640475,0.25500770416024654,-0.07729840780688238,-0.05598356445814073,0.559322033898305,True,True
gfn3080,2022-01-06,67,0.247,3.5970149253731343,0.14925373134328357,0.2835820895522388,77,0.22511038961038962,3.2337662337662336,0.2077922077922078,0.37662337662337664,-0.021889610389610376,-0.36324869160690065,0.05853847644892424,0.09304128707113785,1.1492537313432836,True,True
gfn3080,2022-01-13,62,0.23503548387096773,3.6451612903225805,0.11290322580645161,0.25806451612903225,110,0.27066181818181817,3.5090909090909093,0.20909090909090908,0.2909090909090909,0.03562633431085044,-0.13607038123167126,0.09618768328445747,0.032844574780058644,1.7741935483870968,True,True
gfn3080,2022-01-20,76,0.21945789473684205,3.3289473684210527,0.21052631578947367,0.34210526315789475,125,0.23144319999999996,3.464,0.20799999999999996,0.28,0.011985305263157914,0.1350526315789473,-0.00252631578947371,-0.06210526315789472,1.644736842105263,True,True
gfn3080,2022-01-27,116,0.25597672413793104,3.5086206896551726,0.22413793103448276,0.28448275862068967,113,0.19673185840707963,3.168141592920354,0.19469026548672563,0.336283185840708,-0.059244865730851415,-0.3404790967348186,-0.02944766554775713,0.05180042722001832,0.9741379310344828,True,True
gfn3080,2022-02-03,104,0.23767403846153845,3.5576923076923075,0.21153846153846154,0.2692307692307692,102,0.27566274509803923,3.4607843137254903,0.16666666666666666,0.27450980392156865,0.03798870663650078,-0.09690799396681715,-0.04487179487179488,0.0052790346907994334,0.9807692307692307,True,True
